date,mean,lo95,hi95
2024-09-09,597.5028884964903,418.18948753395705,1326.2323316584052
2024-09-16,598.6055106533689,420.1924516899167,1325.8326493652937
2024-09-23,549.7358319790615,413.7410915655365,991.3937584741935
2024-09-30,506.2875729386034,400.3878248000464,744.08740351759
2024-10-07,499.56205987268726,400.5078840143166,683.7771611967245
2024-10-14,506.7795352078463,405.05643929331336,684.22869158644
2024-10-21,502.70287903626377,404.35659595828224,665.0324693524261
2024-10-28,473.4432074545842,391.1652736694542,595.7959379405731
2024-11-04,476.7083739764136,393.7347937802463,596.5689324076993
2024-11-11,475.0967751688283,392.8360995558228,593.9720534142642
2024-11-18,482.0635756782762,396.76644721942057,606.4851021133187
2024-11-25,477.4020740190279,393.9408538676686,597.9273235664158
2024-12-02,479.29733897935347,395.0358114822691,602.3193328227992
2024-12-09,458.9632137352718,379.0171588733633,573.4012765485103
2024-12-16,463.0766492085894,381.5097723307344,580.1840236018775
2024-12-23,498.7631535014327,404.27675958729805,638.5643145958527
2024-12-30,447.4573578767155,367.20269983566504,562.0774078919592
2025-01-06,475.1821192770471,392.2730086704466,595.0522846507539
2025-01-13,520.680008371846,410.85437663734507,703.3710762367677
2025-01-20,478.11663535380933,391.53958420699456,607.3121396984819
2025-01-27,487.286196159358,397.12162746069185,618.7700955601783
2025-02-03,494.8473125859026,400.8397127127122,636.8688292436361
2025-02-10,496.4416894972184,401.3182740651556,640.3944838829428
2025-02-17,484.98795505224587,396.6456367210566,614.560415773326
2025-02-24,499.34677783332586,403.5161930937023,643.4312573855042
2025-03-03,498.8519863117875,403.71443635349857,644.9201277693381
2025-03-10,486.12514750251563,397.7185481311859,616.2102408570627
2025-03-17,454.0010289396612,375.91311996645754,568.9713663583185
2025-03-24,488.9102555950957,400.6904491475247,616.0116728840171
2025-03-31,465.2908900149181,385.67362199113853,580.6096288659783
2025-04-07,509.2368499126332,409.5896584608905,660.1403256861933
2025-04-14,483.69780076935444,396.1507207841947,612.3428492773169
2025-04-21,497.0662068863071,403.6395642958245,637.649092187161
2025-04-28,484.63890261615245,396.9175680643467,613.9679942394098
2025-05-05,491.75277458921107,401.16630557755553,624.7218877145816
2025-05-12,429.57396877697784,346.22609826656395,550.4540677514096
2025-05-19,482.45663299623374,397.90395147757874,603.5381094538479
2025-05-26,493.7750159263261,402.0641157423388,628.3880209365628
2025-06-02,498.91698241005463,403.44381831159285,641.8133303287701
2025-06-09,510.28510078479457,408.6913353719047,674.0321956666407
2025-06-16,488.013715875721,397.6369414039733,622.6873699577965
2025-06-23,484.5169880003438,397.40232929356165,612.5725166686805
2025-06-30,506.7935473438059,408.30254024926245,658.0649791870018
2025-07-07,493.3547403003635,401.3010402548571,629.9277275214336
2025-07-14,519.5441609431992,413.83569957230384,692.7798370085014
2025-07-21,507.3146819926362,408.3811293276524,665.5821603102071
2025-07-28,514.7551181547282,411.7429001740233,684.4767337251195
2025-08-04,491.99612936551335,399.3772396380275,632.2302994741955
2025-08-11,501.057829052398,406.58469807188715,647.7628166742068
2025-08-18,458.9426588680758,377.71552898321335,578.3051673828573
2025-08-25,516.0303295827432,413.6504428675885,669.7999100019141
2025-09-01,494.7011755082263,402.72932369025233,633.2707624913899
2025-09-08,473.4476924521264,390.98434270597966,593.3818814576957
2025-09-15,484.0186379009563,398.14832455382066,607.540643912083
2025-09-22,494.3764860376774,404.63927223723,625.8320478061125
2025-09-29,498.01208353566074,405.90515618625136,634.2923566485023
2025-10-06,494.07407971453586,403.3162552221062,628.3065608940751
2025-10-13,501.1924188482908,407.57658358540937,642.419051863934
2025-10-20,499.21179543778976,405.87352202255096,639.3402526852079
2025-10-27,486.2599406183564,397.89274277838393,616.35905832856
2025-11-03,499.0509411027904,406.2571008756878,636.3914494263129
2025-11-10,493.59395314610066,402.9009350625676,627.8827480784814
2025-11-17,495.69352144982366,404.19031585080097,631.0357290742994
2025-11-24,480.48635000190376,395.728892945901,603.0974465940045
2025-12-01,483.3945400660507,397.48692366798997,606.6416089830818
2025-12-08,487.42508132132537,400.30853911867706,612.9254173882621
2025-12-15,494.9199519095469,404.7882880898995,628.2827063726162
2025-12-22,488.38501675839166,399.6394938603904,616.08955862577
2025-12-29,481.59263434282394,396.0730658523506,605.8831706027265
2026-01-05,488.3163188216375,400.5376275374877,614.9405846268756
2026-01-12,463.0287446983933,382.8083317763576,579.0916327548
2026-01-19,487.15915853400884,400.9961445214942,610.697460561836
2026-01-26,497.5540213843485,405.59324390429356,632.9740721703183
2026-02-02,504.65268069364026,408.1313960022219,649.7982464037437
2026-02-09,499.92156384797323,405.6695726512175,641.2481450343021
2026-02-16,492.42863034737763,401.2864702828523,626.2885658212981
2026-02-23,520.0280661449368,413.53879651866225,692.959864003908
2026-03-02,517.9353446522681,412.25847877712533,695.7375017494466
2026-03-09,520.566547621203,412.95513970644004,708.9762633203097
2026-03-16,510.574951866127,409.0694405770701,688.755161845153
2026-03-23,485.3867190397361,395.0941225690948,628.7905794992001
2026-03-30,504.641669508494,408.3405529495791,662.3458115461195
