date,mean,lo95,hi95
2024-07-01,0.0,0.0,0.0
2024-07-08,0.0,0.0,0.0
2024-07-15,0.0,0.0,0.0
2024-07-22,0.0,0.0,0.0
2024-07-29,0.0,0.0,0.0
2024-08-05,0.0,0.0,0.0
2024-08-12,0.0,0.0,0.0
2024-08-19,0.0,0.0,0.0
2024-08-26,0.0,0.0,0.0
2024-09-02,0.0,0.0,0.0
2024-09-09,0.0,0.0,0.0
2024-09-16,0.0,0.0,0.0
2024-09-23,0.0,0.0,0.0
2024-09-30,0.0,0.0,0.0
2024-10-07,0.0,0.0,0.0
2024-10-14,0.0,0.0,0.0
2024-10-21,0.0,0.0,0.0
2024-10-28,0.0,0.0,0.0
2024-11-04,1257.754799953122,31.64085757131553,4933.537774895039
2024-11-11,15291.450804759941,397.78285795597685,59502.00834349734
2024-11-18,22603.25695888709,615.8163707158408,83293.73268858343
2024-11-25,33564.25936418968,932.1892059270837,122884.38042063918
2024-12-02,48998.74115920938,1377.4328805501223,177738.26932779612
2024-12-09,62995.76924461731,1769.4285100103325,228036.09641099247
2024-12-16,67324.12435553793,1900.0646691932952,242103.061114112
2024-12-23,63140.86494946162,1758.411810224412,225898.65799341438
2024-12-30,63336.93728592908,1753.0156323670835,224912.10764807978
2025-01-06,55854.66712970702,1567.323748795962,198754.3395880396
2025-01-13,47032.297389526175,1314.219760162726,165237.9858540048
2025-01-20,44020.53125955764,1223.6389483951411,155243.51290002582
2025-01-27,29725.43101383562,831.6630036558776,109475.89723607627
2025-02-03,25344.02466203914,721.9798169428857,92452.72678606246
2025-02-10,24000.92322863875,651.5577618807147,84413.88689859681
2025-02-17,25627.10727842947,689.393241896975,91335.3935796259
2025-02-24,27896.258883949537,763.7163954458563,100719.96136257352
2025-03-03,26911.904189818648,731.9704316743309,95951.83549751742
2025-03-10,24995.050069476983,679.05421074818,89072.94522335484
2025-03-17,23493.964064783864,639.4682158226799,83560.2883972398
2025-03-24,23162.40734928092,625.021850451601,82693.91861031894
2025-03-31,24595.6882440825,669.6911369376646,87194.8841124393
2025-04-07,31303.22504549627,864.6416494500535,113131.13078682564
2025-04-14,41673.413377674246,1162.8479986509615,150170.85036932334
2025-04-21,43839.009040202254,1222.1095476016083,157879.0968313424
2025-04-28,35387.00168116173,993.6714202921731,125838.11108209488
2025-05-05,32087.01047910167,894.7996758469876,113827.42414794653
2025-05-12,31359.764104990783,853.9972082127599,110966.57724797698
2025-05-19,29268.95602583439,798.8252881666665,103432.5371254396
2025-05-26,27191.694274726222,743.7003091847539,96753.78378977982
2025-06-02,21891.75213314937,601.7878342876659,76704.0136225621
2025-06-09,16547.50550011053,469.3615614652424,60102.29940777622
2025-06-16,15254.789802057985,416.53426446069165,53673.826404758096
2025-06-23,14723.51002261579,401.1560247140686,52036.56139062916
2025-06-30,12903.220170336506,354.63459302359576,45267.97531029156
2025-07-07,13282.777953511606,356.231227560606,47315.74900748107
2025-07-14,14590.133316220385,400.79105762649476,52351.423618040135
2025-07-21,17201.228407147213,474.19680091844907,62362.74212319047
2025-07-28,17937.92448191318,494.6898794222025,64207.55621221132
2025-08-04,15237.102994341363,420.0245585212917,54048.26844809704
2025-08-11,14284.601079979739,390.2786558087598,50710.440820449854
2025-08-18,11276.28073840381,309.6883732075365,39680.90625808097
2025-08-25,9423.756324593805,259.65746611613815,33317.26571196613
2025-09-01,8993.333528728577,245.2535551172037,31534.590948869652
2025-09-08,8846.415535281694,241.76740706466848,31392.252220421437
2025-09-15,15219.411653686906,416.8910355383002,55028.01389053773
2025-09-22,16440.446926529126,457.7580470073465,59379.32207466008
2025-09-29,16508.470761500448,455.3336510178238,59315.52226754574
2025-10-06,16549.145869503845,453.20866742745994,59591.52582359477
2025-10-13,16612.3633139159,453.1474137565475,59667.43806670982
2025-10-20,19071.272872732225,526.9396706773451,68674.70916428468
2025-10-27,22535.864660062252,623.3956965558762,81594.0244633296
2025-11-03,24602.376031663272,683.776438885397,88352.79391037034
2025-11-10,24072.549751094437,659.868922226845,86139.83761635247
2025-11-17,24880.864196749164,679.9221979235058,88859.620280279
2025-11-24,28858.46721708841,798.4162754353987,103858.41964842749
2025-12-01,30524.362360210394,839.5324775768821,109408.78370076057
2025-12-08,31229.63846889307,855.776593890218,110999.55323046423
2025-12-15,36742.26846901014,1018.9109022775394,132067.41045589172
2025-12-22,42939.49843106839,1195.8726851678114,155373.71331647097
2025-12-29,44266.239969088114,1223.7625229197347,158370.64632559908
2026-01-05,42572.68981470564,1163.4166067542599,152140.6593370592
2026-01-12,23790.933527415298,666.5079376046311,87108.53724750331
2026-01-19,32776.1921392722,903.9089337804065,117230.05215162218
2026-01-26,35702.58173255403,978.5716338987389,128295.04178680365
2026-02-02,44420.61729546047,1237.337949616051,160261.80487399848
2026-02-09,46257.648236727364,1282.146946683006,165566.29773318334
2026-02-16,46438.677514543095,1276.7739259702817,165773.69044930523
2026-02-23,44944.37223089689,1224.9208355406433,160090.91077920145
2026-03-02,49344.851290206076,1359.7277384651968,175802.73957299703
2026-03-09,52658.57147282411,1457.2457310931816,188002.8311861568
2026-03-16,56267.87827593622,1562.9763815012361,201354.47534883142
2026-03-23,57150.56451230037,1581.517411602508,203181.27326879947
2026-03-30,59648.50015372584,1654.2505913643786,212547.0895921936
