spend,iroas_mean,iroas_lo95,iroas_hi95,ltv_mean,iroas_marginal_mean,iroas_marginal_lo95,iroas_marginal_hi95
0.0,,,,0.0,,,
960.6882641695654,0.22726206878917918,0.007543443363461023,1.194811107645469,218.3280023766609,0.33291329147685444,0.0001502400192570474,0.9649577675494573
1921.3765283391308,0.2272612031557845,0.0075434431700502624,1.194786932628969,436.65434154563513,0.33290790155297395,0.0001502380772893969,0.9649567762562925
2882.064792508696,0.22725976046287039,0.0075434428477089265,1.1947466435469203,654.9773543839985,0.33289443092700544,0.00015023322249577657,0.9649542980284738
3842.7530566782616,0.22725774075453825,0.007543442396423351,1.1946902443168204,873.2953779382979,0.3328755837499165,0.0001502264261361099,0.9649508285237951
4803.441320847827,0.22725514409253952,0.007543441816200948,1.1946177404218152,1091.6067495093314,0.3328513716755752,0.00015021768856174545,0.9649463677565213
5764.129585017392,0.227251970556251,0.007543441107053163,1.194529138909347,1309.9098067367877,0.3328218096230717,0.00015020701022435372,0.9649409157449753
6724.817849186958,0.22724822024267835,0.007543440268972581,1.1944244483894189,1528.2028876839322,0.3327869157290833,0.0001501943916758799,0.9649344725115432
7685.506113356523,0.22724389326644556,0.007543439301968124,1.1943036790324832,1746.4843309222047,0.33274671129041555,0.00015017983356847375,0.9649270380827235
8646.194377526088,0.22724106078737205,0.007543438206042674,1.1941668425669234,1964.7703821228401,0.3327012206971859,0.000150163336654428,0.9635870184578756
9606.882641695654,0.22724044114293804,0.007543436981204594,1.194013952276188,2183.072249507354,0.33265047135713216,0.00015014490178608824,0.9625204353675807
10567.57090586522,0.22723975627915632,0.007543435627458079,1.1938450229955127,2401.3722371115155,0.33259449361162874,0.00015012452991576043,0.962449753115588
11528.259170034784,0.22723900619794177,0.00754343414480856,1.1936600711082812,2619.6701569910133,0.33253332064403684,0.00015010222209561094,0.962372347160966
12488.94743420435,0.22723819090139177,0.007543432533264047,1.193459114542005,2837.9658212111754,0.3324669883810445,0.00015007797947754842,0.9619703978567369
13449.635698373915,0.2272373103917855,0.007543430792832958,1.1932421727639277,3056.259041847832,0.3323955353876809,0.00015005180331309866,0.9582781356070207
14410.323962543482,0.22723636467158465,0.007543428923522845,1.1931247092713217,3274.549630988205,0.3323190027567657,0.000150023694953259,0.9564399812132311
15371.012226713046,0.2272353537434318,0.007543426925343396,1.1930585893884782,3492.8374007317543,0.33223743399348526,0.000149993655848363,0.9561848256604
16331.700490882611,0.22723427761015355,0.007543424798304801,1.1927417501982496,3711.1221631911003,0.3321508748958883,0.00014996168754791758,0.9560229850292528
17292.388755052176,0.22723313627475833,0.007543422542415503,1.192405934898481,3929.4037304928697,0.3320593734320298,0.00014992779170042766,0.9558513757813305
18253.077019221742,0.22723192974043538,0.007543420157688217,1.1920511831519953,4147.68191477855,0.33196297961450466,0.00014989197005322143,0.9556700049452722
19213.76528339131,0.22723065801055817,0.007543417644132862,1.191677536812403,4365.956528205426,0.3318617453731154,0.00014985422445225522,0.9554788799474707
20174.45354756087,0.22722932108868094,0.007543415001763238,1.1913246891329425,4584.227382947387,0.3317557244263622,0.00014981455684191574,0.9552780086114758
21135.14181173044,0.22722791897854022,0.007543412230590695,1.1909912407201901,4802.494291195842,0.3316449721524472,0.00014977296926480606,0.9550673991572118
22095.830075900005,0.2272264516840552,0.00754340933062925,1.1906425290472034,5020.7570651605865,0.33152954546044106,0.00014972946386151748,0.9548470602003132
23056.518340069568,0.2272249192093253,0.007543406301892606,1.1902785873612753,5239.015517070635,0.33140950266220903,0.00014968404287040555,0.9546170007513943
24017.206604239134,0.22711931095710874,0.007543403144395972,1.1898994503225604,5454.771415069314,0.33128490334569577,0.0001496367086273381,0.9543772302152842
24977.8948684087,0.22702972033001112,0.0075433998581543255,1.1895051539957697,5670.724486407247,0.33115580825004143,0.00014958746356544305,0.9541277583901078
25938.583132578267,0.22702274517563875,0.007543396443184077,1.189095735841552,5888.648348724438,0.33102227914307747,0.0001495363102148417,0.9538685954665294
26899.27139674783,0.22702150790292702,0.007543392899500736,1.1886712347075459,6106.7131539797665,0.33088437870157716,0.0001494832512023759,0.953599752026884
27859.959660917397,0.22702022565846336,0.007543389227121294,1.1882316908191333,6324.774329057154,0.3307421703946848,0.00014942828925131784,0.9533212390441932
28820.647925086963,0.22701889844438838,0.007543385426064756,1.1877771457698705,6542.83174440679,0.3305957183708208,0.0001493714271810784,0.9530330678812433
29781.336189256526,0.2270175262629167,0.007543381496348624,1.1873076425116156,6760.885270489296,0.3304450873483994,0.00014931266790690033,0.9527352502895585
30742.024453426093,0.22701610911633952,0.0075433774379917735,1.186823225344365,6978.934777776155,0.330290342510575,0.00014925201443953583,0.9521956442339405
31702.71271759566,0.227014647007022,0.007543373251014351,1.1863239399057766,7196.980136750006,0.33013154940421274,0.00014918946988492793,0.9521107247642249
32663.400981765222,0.22701313993740424,0.00754336893543587,1.1858098331604148,7415.021217905016,0.32996877384325596,0.00014912503744386784,0.9517840422682866
33624.08924593479,0.22701158791000145,0.007543364491277722,1.1852809533887023,7633.057891747259,0.3298020818165891,0.0001490587204116497,0.951447764216983
34584.77751010435,0.22700999092740506,0.007543359918561303,1.1847373501755865,7851.090028795112,0.3296315394004949,0.00014899052217771458,0.9511019042898852
35545.46577427392,0.2270083489922794,0.0075433552173086406,1.1841790743989353,8069.117499579497,0.32945721267575107,0.0001489204462252875,0.9507464765487867
36506.154038443485,0.22700666210736456,0.007543350387542413,1.1836061782176526,8287.140174644343,0.3292791676493205,0.0001488484961309866,0.9503814954364671
37466.84230261305,0.22699610903039236,0.007543345429285917,1.1830187150595326,8504.827420348467,0.32909747018071805,0.0001487746755644559,0.9500930443266249
38427.53056678262,0.22696324383668987,0.007543340342563078,1.1824167396088439,8721.636990070536,0.32891218591292204,0.00014869898828796324,0.950073013532851
39388.21883095218,0.22692956858198843,0.0075433351273984615,1.181800307793666,8938.351506520932,0.32872338020780273,0.0001486214381559818,0.9500524762150171
40348.90709512174,0.2268950848900223,0.007543329783817257,1.1811694767729668,9154.968700567271,0.3285311180859778,0.00014854202911479411,0.9500314324169175
41309.595359291314,0.22685979442169663,0.0075433243118447945,1.180524304923435,9371.486310852299,0.3283354641709901,0.00014846076520206534,0.9484597939221366
42270.28362346088,0.22668274755367365,0.007543318711508015,1.1798462856497174,9581.944031639166,0.32813648263766626,0.00014837765054639095,0.9484491976801941
43230.97188763044,0.22646245606086118,0.007543312982833975,1.1790627699637153,9790.192071570833,0.3279342371645612,0.00014829268936687517,0.9484383580098665
44191.66015180001,0.2264200744779582,0.00754330712584991,1.1782636430105475,10005.878982875176,0.32772879089032525,0.00014820588597266957,0.9484272749221176
45152.34841596957,0.2263828364305614,0.007543301140584586,1.177449020936966,10221.716705908157,0.3275202063738261,0.00014811724476250943,0.9484159484284262
46113.036680139136,0.22634482755854896,0.007543295027066073,1.1744153948177258,10437.447335567136,0.3273085455579156,0.00014802677022425362,0.9484043785404808
47073.724944308706,0.22630604973836926,0.007543288785324797,1.1733965963644248,10653.06873861704,0.32709386973663057,0.0001479344669343954,0.9472259433299044
48034.41320847827,0.22626650488203576,0.007543282415390101,1.1732434024703076,10868.57879074187,0.32687623952569944,0.00014784033955757324,0.9470253032295766
48995.10147264784,0.22622619493689317,0.007543275917292804,1.1730871832968774,11083.975376704093,0.32665571483619726,0.0001477443928460903,0.9468825604424609
49955.7897368174,0.22618512188537498,0.0075432692910643445,1.1729279429223707,11299.256390502207,0.3264323548511254,0.00014764663163938227,0.9468433904399376
50916.478000986965,0.2261432877447594,0.00754326253673716,1.1727656854966912,11514.419735526906,0.32620621800485544,0.00014754706086353084,0.9468034620785701
51877.166265156535,0.22610069456692233,0.007543145105307766,1.1719895938356262,11729.463324715605,0.32597736196517463,0.00014744568553072372,0.9467627754863948
52837.8545293261,0.2260573444380845,0.007537002333292548,1.1711736646361994,11944.385080705273,0.3257458436178455,0.00014734251073872558,0.9467213307940838
53798.54279349566,0.22601323947855592,0.007530759504218137,1.1706058122760623,12159.182935983674,0.32551171905350845,0.00014723754167035152,0.9466791281345301
54759.23105766523,0.22596838184247586,0.007524417267660537,1.170574615584887,12373.85483303886,0.32527504355675146,0.0001471307835929003,0.9466361676430637
