spend,icac_mean,icac_lo95,icac_hi95,ltv_mean,icac_marginal_mean,icac_marginal_lo95,icac_marginal_hi95
0.0,,,,0.0,,,
309.0848695652174,64.95414804154325,18.797943581376583,1314.8614461583109,990.3408621363968,276.1187453494087,10.028716803864095,666.6235788543688
618.1697391304348,64.95431039970266,18.79816347876685,1314.8750481499114,1980.6767709429646,276.1226185982627,10.029557725684448,666.6288961153953
927.2546086956522,64.95458099623971,18.798529972076178,1314.8977180076115,2971.002773198441,276.1323027416093,10.031660294680004,666.6421894270242
1236.3394782608696,64.95495983056114,18.79904305779288,1314.9294555389984,3961.313915898714,276.14586244883264,10.03460438494798,666.6608003601935
1545.424347826087,64.95544690183795,18.799702731000874,1314.9702604747042,4951.60524636526,276.1632996271083,10.03839049026184,666.6847292118075
1854.5092173913044,64.95604220900205,18.800508985379807,1315.020132468387,5941.871812353885,276.18461672941714,10.043019245615206,666.713976363608
2163.5940869565216,64.95674575074986,18.801461813205133,1315.0790710967694,6932.108662162986,276.20981675523683,10.04849142732832,666.7485422821564
2472.678956521739,64.95755752554011,18.802561205348486,1315.1470758596517,7922.310844742202,276.2389032513584,10.054807953178178,666.7884275188962
2781.7638260869567,64.95847753159403,18.803807151278072,1315.224146179919,8912.473409800867,276.2718803128824,10.061969882552546,666.8336327101106
3090.848695652174,64.95950576689629,18.805199639058788,1315.3102814035565,9902.591407916316,276.3087525843476,10.069978416627578,666.88415857694
3399.9335652173913,64.96064222919473,18.80673865535299,1315.405480799676,10892.659890642273,276.34952526102927,10.078834898569205,666.9400059254458
3709.018434782609,64.96188691599923,18.808424185420517,1315.5097435605362,11882.673910617352,276.39420409038394,10.088540813758682,667.0011756465415
4018.103304347826,64.9632398245837,18.81025621311959,1315.623068801565,12872.628521673014,276.4427953736451,10.099097790041387,667.0676687160563
4327.188173913043,64.9647009519843,18.81223472090709,1315.7454555613858,13862.518778942063,276.49530596759735,10.110507597999955,667.1394861947808
4636.273043478261,64.96627029500058,18.814359689839314,1315.8769028018517,14852.33973896662,276.55174328648997,10.122772151251379,667.2166292283855
4945.357913043478,64.96794785019523,18.816631099572575,1316.017409408071,15842.086459806203,276.6121153041145,10.135893506767781,667.2990990475381
