date,mean,lo95,hi95
2024-07-01,0.0,0.0,0.0
2024-07-08,0.0,0.0,0.0
2024-07-15,0.0,0.0,0.0
2024-07-22,0.0,0.0,0.0
2024-07-29,0.0,0.0,0.0
2024-08-05,0.0,0.0,0.0
2024-08-12,0.0,0.0,0.0
2024-08-19,0.0,0.0,0.0
2024-08-26,0.0,0.0,0.0
2024-09-02,0.0,0.0,0.0
2024-09-09,70.29715347283457,34.30518666836552,99.30359973801768
2024-09-16,82649.8979819584,40463.350493128855,116278.95891515857
2024-09-23,156176.10038413754,92068.60164454332,205386.8711991466
2024-09-30,170402.18183241435,119789.55175436573,212999.8145154813
2024-10-07,183995.1735636284,135522.57062675522,227140.12700463418
2024-10-14,214712.42424356233,158080.4399564704,266431.5718371502
2024-10-21,237308.04500678316,178787.54405065422,293003.6145854213
2024-10-28,209303.45819508424,164997.36230506905,253129.7539469165
2024-11-04,197782.70964700694,156188.511466801,238773.06773759902
2024-11-11,185965.64193852816,147208.6350015672,224523.53103357664
2024-11-18,185446.27869090147,146162.19341910555,224750.25052294735
2024-11-25,177006.63526119184,139900.50918579733,214058.7767209026
2024-12-02,172530.88745620823,135964.78696125548,208808.007862082
2024-12-09,144840.23401199983,114587.24405452689,175531.8364445601
2024-12-16,129012.18882862294,101867.17783900928,156775.72832161092
2024-12-23,154223.66722046552,118962.09734653105,189554.19702703838
2024-12-30,117305.07673679756,91960.48300396305,142877.61286382112
2025-01-06,116166.63435248178,91527.75182796342,141686.82116844167
2025-01-13,171853.87572010572,126538.52655627596,216828.15066636086
2025-01-20,156508.8430829833,121722.22674748302,189908.7319231327
2025-01-27,161011.70999418088,124832.66181134431,196174.06917050766
2025-02-03,175702.72418353372,135075.1560666268,215517.5353211937
2025-02-10,191419.24112304326,146772.9830611267,235058.46268867236
2025-02-17,188083.71977306483,146045.1223003063,228743.14337079582
2025-02-24,211163.65300840867,161992.38002372312,259524.60046096795
2025-03-03,230070.0737804644,176570.20740760115,282698.7789109886
2025-03-10,224646.9956945677,174575.01065768613,272862.06650538393
2025-03-17,178495.5223675297,140799.95642707197,215202.86072676565
2025-03-24,192617.7133804207,151234.20240300478,233906.3283012879
2025-03-31,167191.62048466457,132205.22194970274,201472.69479829475
2025-04-07,213801.416866614,163650.6911908096,264891.5159491421
2025-04-14,205000.8997085618,159903.44363802855,248758.30255716326
2025-04-21,224224.27606893264,173056.89683365007,274973.2257857035
2025-04-28,217941.29279047655,170457.1581306774,264333.94164004974
2025-05-05,227253.41316515562,176552.48623171612,277022.7958308254
2025-05-12,155207.6938033553,120360.34360600535,192479.6807568455
2025-05-19,165322.8984164568,130221.77819409523,200378.26797748514
2025-05-26,182749.0258277931,142370.5265542284,223498.00392176013
2025-06-02,204353.8046386317,157702.19813789977,251411.4991383942
2025-06-09,246381.2842221238,185516.5473270781,306293.859148135
2025-06-16,239244.90150577904,185935.21394067138,291366.00631369196
2025-06-23,232472.97876654388,182352.00839003886,281863.1490326826
2025-06-30,271620.794176789,207152.6321675098,336569.0084322091
2025-07-07,274160.9372230657,212085.40488126624,334956.38475819584
2025-07-14,341188.60489498056,251807.17152640273,428520.72064586304
2025-07-21,362496.5126784304,270703.6043421186,451350.9260649029
2025-07-28,403683.72555562836,295117.5690995229,507461.4422234775
2025-08-04,379315.33836624236,284965.82977750007,466895.8648333454
2025-08-11,389576.144603035,290628.84249918716,482549.2553911301
2025-08-18,308629.0866532282,241258.2937257662,375099.5438475006
2025-08-25,379343.8261620673,282927.9718126431,473582.80295251554
2025-09-01,369229.0140550773,278285.7263642189,454281.08753766346
2025-09-08,321081.81948827475,249764.76243247578,389365.1928484725
2025-09-15,310484.57079160196,241436.17062410724,377132.5143293954
2025-09-22,320658.3228638235,247563.71623486045,392539.5834992706
2025-09-29,333632.69961401547,256467.6759003344,410134.087454404
2025-10-06,333818.8108963712,257419.50239632407,408940.4191115296
2025-10-13,351524.6912336369,267528.0843285254,434142.35898659454
2025-10-20,359430.48875716457,273143.35933300934,443454.20773737074
2025-10-27,337415.9641512415,260594.8909568289,411856.37790186703
2025-11-03,352296.04033244407,269046.59794517374,433754.5871575265
2025-11-10,348714.87313770584,267522.37988576695,427898.9827144566
2025-11-17,351900.5761435946,269450.12840157177,432488.83354277356
2025-11-24,321338.31636351906,249620.32846314195,390285.0083250688
2025-12-01,307017.2978611963,238948.94864599218,372780.61649624095
2025-12-08,302704.08462768,235382.90069833197,368683.5592812759
2025-12-15,313192.3567854718,242368.63891188445,382936.78379437316
2025-12-22,305617.0491814234,237758.91429400694,372277.10294950823
2025-12-29,287252.08165547886,225123.43289207842,348166.38313715026
2026-01-05,286888.45781068486,223800.02184689316,349166.07460018544
2026-01-12,240657.8169866208,190556.50147833984,290076.3014597445
2026-01-19,248279.0704198128,195534.35953117954,301192.5640930862
2026-01-26,269404.61510181567,209268.28310436572,329870.84194834315
2026-02-02,300181.28351131134,229345.9409453202,370651.74542898237
2026-02-09,314273.66036801395,239867.04502677053,387061.1804630108
2026-02-16,311300.98972864286,240423.80900228687,380716.5904807603
2026-02-23,378787.17980167567,278600.95503608993,476688.27499007055
2026-03-02,423000.36276759114,306800.88192766736,534634.712887659
2026-03-09,466861.2198062368,329254.39834999654,592574.79546679
2026-03-16,473619.5435286031,333194.3913689561,595662.0930566083
2026-03-23,420751.9948769794,311196.18792068155,517889.38852297975
2026-03-30,436863.8216309235,318121.61400697456,544144.0803566679
