date,mean,lo95,hi95
2024-07-01,172.2699069031295,105.48502300321552,432.5849019796543
2024-07-08,168.2679494998605,104.53548510071205,399.38570444111303
2024-07-15,145.82529720375948,97.66637992907935,278.4227264642266
2024-07-22,148.9236631792064,99.94313578864666,276.47477434836804
2024-07-29,146.3242052368078,99.31174844097362,263.6853195717484
2024-08-05,140.49429254075258,96.99839426891577,241.9748111044615
2024-08-12,143.7995866480894,98.89371323638008,248.10158711226939
2024-08-19,138.0710569126595,96.17877939610423,233.90668045713596
2024-08-26,148.81431376749873,101.76697790135074,262.4031733647283
2024-09-02,141.20307464548014,97.86767547244396,241.19207240232245
2024-09-09,148.61891188175989,102.19540673838164,259.85076446535345
2024-09-16,140.49307390764696,97.85319152754624,239.2062693137071
2024-09-23,138.951451543389,97.19905828934834,234.38500666314076
2024-09-30,138.26499686550022,96.96867044717906,231.76801206398812
2024-10-07,138.17682516688646,97.03182423027506,230.4499228449039
2024-10-14,138.431661491376,97.26089450947008,230.73654966818978
2024-10-21,143.34787627915753,100.29950538328953,243.56974823461812
2024-10-28,140.73988423879857,98.77484383375523,237.80617696270926
2024-11-04,136.12220324131403,95.70963952729363,228.0176706230083
2024-11-11,140.2542509029744,98.27220688919319,235.2350337721429
2024-11-18,139.036134744706,97.68072401493728,232.3867713981554
2024-11-25,139.03541559508471,97.71603620563036,232.39688117716545
2024-12-02,138.84851974222042,97.62959109636026,232.0148519093997
2024-12-09,136.99787674935044,96.26099970952811,229.05745284444268
2024-12-16,126.28847852250092,86.64886891127901,214.93337531198029
2024-12-23,132.52351541324245,91.47366217853292,225.32789267987164
2024-12-30,134.80286947385426,93.8703113741885,227.88000620078003
2025-01-06,136.2355279078809,95.35371322673551,228.84134700556766
2025-01-13,145.03835529900508,101.34913088959806,247.79997521401287
2025-01-20,147.84315091525738,102.77863927492321,254.5942822099532
2025-01-27,142.18088415641145,99.40011611941989,240.90441952079493
2025-02-03,140.47407379804383,98.53566204901627,236.8568962124766
2025-02-10,127.11188820652731,88.27882466142826,215.2782313831226
2025-02-17,124.55955242569928,83.40940017330544,214.29801967509286
2025-02-24,131.60939254246574,90.38705338118575,224.93079189179574
2025-03-03,135.1032584291413,93.83995877237271,228.72651470808188
2025-03-10,134.80802840578966,93.88645139581128,227.55901300266837
2025-03-17,136.12379387791185,95.28168034569187,228.68561195702893
2025-03-24,136.64512924873387,95.86311165032663,229.2517825348523
2025-03-31,137.58211930274487,96.41133047235837,231.30398916471256
2025-04-07,135.84240460254316,95.16986977886015,228.32399958645726
2025-04-14,136.45958477249008,95.71325157232404,229.2071993136352
2025-04-21,136.56699438648795,95.7820013099504,229.22004663347192
2025-04-28,137.36591082814243,96.2844595893745,230.5574232898538
2025-05-05,136.83943672474922,95.8628947265609,229.6864099882675
2025-05-12,136.8726568559473,95.90380028237475,229.77255525720344
2025-05-19,136.93051558816018,95.96544702419709,229.8130931205004
2025-05-26,132.83802761671782,92.68390993714571,223.467553871388
2025-06-02,145.197661271601,101.13527638753152,248.96412677798745
2025-06-09,139.87405137198283,97.72274614182655,236.92288761277908
2025-06-16,138.85810581153757,97.20413875531247,234.35978325209146
2025-06-23,138.3678352992176,96.92903587872642,231.05617946728898
2025-06-30,136.4323105722379,95.75018397297161,228.30418802220146
2025-07-07,137.73110046724133,96.61024562037075,230.08812324789932
2025-07-14,136.57545932990695,95.75612573207299,228.57085099914408
2025-07-21,135.27609608117623,94.95227369453833,226.71709508304832
2025-07-28,139.2555554488912,97.63901755810234,234.08587301858037
2025-08-04,136.9479867286366,96.17533347985096,229.20762907233927
2025-08-11,143.50005642844692,100.28621717996636,243.8369103034792
2025-08-18,140.90546109613217,98.78436977337458,238.57906025277043
2025-08-25,143.02576287110463,100.01690244138912,243.03509378074384
2025-09-01,133.05146783676216,93.01160346776182,223.38061026099638
2025-09-08,138.88511563536608,97.43091137993615,231.84587380531832
2025-09-15,138.63897280570112,97.38659095069542,231.13838183141075
2025-09-22,138.69731361361295,97.37803651217094,231.2114064248307
2025-09-29,136.60699641636012,96.13283727609165,228.69737523399863
2025-10-06,137.86917135766336,96.923520504035,229.9554074298773
2025-10-13,137.92015671555188,96.88266277238039,230.14584044479398
2025-10-20,141.63716752004487,99.32976764416264,239.46935182827212
2025-10-27,136.93239966051382,96.19199396426491,228.9462932314191
2025-11-03,138.09298969568096,96.9016014568877,230.39318840521278
2025-11-10,137.30684417062926,96.49257253174119,229.34410673148963
2025-11-17,145.4826191450085,101.85952274263897,246.45459691043504
2025-11-24,145.77657551570147,101.89651424822591,248.52153322227267
2025-12-01,142.20228920361714,99.48445277619317,241.01478161106957
2025-12-08,138.05129637278233,96.6493570917673,231.91671747510904
2025-12-15,138.37667579520001,97.11974201530313,232.21804358739465
2025-12-22,142.63676108104215,100.24898620526503,241.3125971198704
2025-12-29,138.5862660042635,97.29439634273334,233.00960234424724
2026-01-05,140.74456724942578,98.65195692706232,237.34032737285006
2026-01-12,141.28011581090425,99.01830456293102,238.25562670647332
2026-01-19,135.78279853486464,95.38713485101208,227.54789315758225
2026-01-26,137.62234926381404,96.57408064115766,230.0157269108691
2026-02-02,138.65341669998398,97.32229493046496,232.56289703645936
2026-02-09,138.47112337022065,97.3232404336822,232.0877760350171
2026-02-16,138.57757204870953,97.43621301556914,232.1099881603313
2026-02-23,145.011525133251,101.75413367271717,246.3285746397168
2026-03-02,141.0427771371436,98.89017354106566,237.80081987024926
2026-03-09,140.7594174134716,98.7175643370937,237.2811164955187
2026-03-16,141.7592042446735,99.43843684422566,239.08213214690622
2026-03-23,145.438289015268,101.9459583161166,246.40618232791255
2026-03-30,143.22149669409612,99.85153874585411,243.04856281316142
